PHASE,WEIGHT,ALT.,MACH,CAS,TAS,WIND,SR,RATE,GRDT,ALPH,WFE,N1,EGT,CL,CD,FN,DRAG,PCFN,TIME,FUEL,DIST,theta, theta2,CN1
CRZ,115000,16000,0.7,350,437.1,,0.06602,,,0.38,6621,73.782,685,,,,,59.6,,,,0.890057262,0.977282874,74.634612
CRZ,182983.46,14000,0.676,350,424.8,,0.05951139,,,1.39,7138.55956,74.127,703,,,,,62,128.57,15432.34,910.3,0.903800104,0.986403095,74.63614691
CRZ,135000,25000,0.627,260,377.2,,0.0901,,,2.51,4186,70.548,632,,,,,47.4,,,,0.828214472,0.893333497,74.64107692
CRZ,185000,20000,0.589,270,361.8,,0.07101,,,3.63,5095,71.69,650,,,,,52.2,,,,0.862571577,0.922420416,74.64386642
CRZ,150000,23000,0.624,270,378.9,,0.08263,,,2.62,4585,71.116,643,,,,,49.3,,,,0.841957314,0.907524908,74.65141506
CRZ,135000,19000,0.68,320,419.2,,0.0726,,,1.1,5773,72.772,677,,,,,54.9,,,,0.869442998,0.949849087,74.66842763
CRZ,130000,18000,0.687,330,425.3,,0.07024,,,0.86,6056,73.133,680,,,,,56.7,,,,0.87631442,0.959033068,74.67867401
CRZ,180000,17000,0.655,320,407,,0.06558,,,1.94,6207,73.131,690,,,,,57.6,,,,0.883185841,0.958967602,74.67918068
CRZ,116844.86,16000,0.7,350,437.1,,0.06590705,,,0.41,6631.49696,73.827,686,,,,,59.8,708.01,81570.94,5157.7,0.890057262,0.977282874,74.68013201
CRZ,105000,20000,0.692,320,425.4,,0.0764,,,0.56,5568,72.61,670,,,,,53.6,,,,0.862571577,0.945182472,74.68589797
CRZ,140000,22000,0.655,290,399.3,,0.08046,,,1.8,4962,71.708,660,,,,,50.7,,,,0.848828735,0.921662485,74.69330127
CRZ,125000,17000,0.694,340,431.3,,0.06796,,,0.65,6347,73.504,683,,,,,58.3,,,,0.883185841,0.96826066,74.69900724
CRZ,140000,21000,0.664,300,406.2,,0.07765,,,1.57,5230,72.083,667,,,,,52,,,,0.855700156,0.931155111,74.70021251
CRZ,110000,28000,0.641,250,381.2,,0.10326,,,2.04,3692,69.835,619,,,,,46.8,,,,0.807600208,0.873965724,74.7009177
CRZ,160000,18000,0.667,320,413,,0.06894,,,1.56,5991,72.977,683,,,,,56.4,,,,0.87631442,0.954286949,74.7044571
CRZ,105000,25000,0.672,280,404.5,,0.09222,,,1.18,4386,70.992,645,,,,,47.7,,,,0.828214472,0.903016152,74.7070611
CRZ,185000,14000,0.676,350,424.8,,0.05938,,,1.42,7154,74.201,703,,,,,62.3,,,,0.903800104,0.986403095,74.71065519
CRZ,110000,27000,0.652,260,389.3,,0.09933,,,1.76,3919,70.237,629,,,,,47.1,,,,0.814471629,0.883718659,74.71519617
CRZ,175000,19000,0.639,300,394.2,,0.07036,,,2.34,5602,72.457,674,,,,,54.3,,,,0.869442998,0.940445365,74.71599138
CRZ,185188.08,14000,0.676,350,424.8,,0.05936624,,,1.43,7156.19652,74.208,703,,,,,62.3,110.06,13227.72,779.3,0.903800104,0.986403095,74.71770327
CRZ,160000,17000,0.674,330,419.2,,0.06666,,,1.37,6289,73.341,688,,,,,58,,,,0.883185841,0.963427867,74.72006228
CRZ,190000,18000,0.627,300,388.3,,0.06711,,,2.68,5786,72.645,675,,,,,55.7,,,,0.87631442,0.945215342,74.72059939
CRZ,195000,17000,0.635,310,394.8,,0.06471,,,2.49,6102,73.005,684,,,,,57.3,,,,0.883185841,0.954410363,74.72828789
CRZ,155000,15000,0.688,350,430.9,,0.06247,,,0.97,6898,74.047,695,,,,,61.1,,,,0.896928683,0.981839845,74.72865084
CRZ,185000,19000,0.619,290,381.6,,0.06957,,,2.88,5485,72.301,665,,,,,54,,,,0.869442998,0.936070328,74.72915381
CRZ,119049.48,16000,0.7,350,437.1,,0.065780044,,,0.44,6644.72468,73.879,686,,,,,59.9,688.09,79366.32,5012.5,0.890057262,0.977282874,74.73273292
CRZ,160000,19000,0.659,310,406.7,,0.07126,,,1.77,5707,72.651,678,,,,,54.7,,,,0.869442998,0.944959513,74.73688551
CRZ,140000,23000,0.646,280,392.2,,0.08335,,,2.05,4705,71.39,652,,,,,49.7,,,,0.841957314,0.912229766,74.74553633
CRZ,140000,20000,0.672,310,412.8,,0.07491,,,1.37,5510,72.493,672,,,,,53.5,,,,0.862571577,0.940476282,74.75188505
CRZ,185000,15000,0.669,340,419.1,,0.06125,,,1.61,6842,73.897,700,,,,,60.9,,,,0.896928683,0.977214743,74.75354667
CRZ,160000,16000,0.681,340,425.1,,0.06445,,,1.2,6597,73.725,692,,,,,59.7,,,,0.890057262,0.972612031,74.75581189
CRZ,120000,16000,0.7,350,437.1,,0.06572,,,0.45,6650,73.902,686,,,,,60,,,,0.890057262,0.977282874,74.7559987
CRZ,120000,22000,0.677,300,412.3,,0.08153,,,1.15,5057,71.966,662,,,,,51.1,,,,0.848828735,0.9266373,74.76054789
CRZ,180000,20000,0.61,280,374.6,,0.07209,,,3.1,5196,71.975,656,,,,,52.6,,,,0.862571577,0.926764154,74.76478001
CRZ,100000,24000,0.681,290,411.7,,0.08883,,,0.89,4635,71.421,651,,,,,48.9,,,,0.835085893,0.912541947,74.76520154
CRZ,125000,25000,0.649,270,390.9,,0.09086,,,1.92,4302,70.857,641,,,,,47.8,,,,0.828214472,0.897983424,74.77365344
CRZ,100000,19000,0.7,330,431.6,,0.07368,,,0.36,5858,73.065,673,,,,,55.5,,,,0.869442998,0.954648412,74.7803789
CRZ,121254.1,16000,0.7,350,437.1,,0.065648502,,,0.47,6657.9524,73.933,687,,,,,60.1,668.2,77161.7,4867.7,0.890057262,0.977282874,74.78735693
CRZ,155000,22000,0.634,280,386.2,,0.07929,,,2.43,4871,71.62,654,,,,,50.8,,,,0.848828735,0.917067096,74.78831715
CRZ,115000,21000,0.685,310,419,,0.0787,,,0.88,5323,72.359,667,,,,,52.5,,,,0.855700156,0.936003337,74.791778
CRZ,125000,24000,0.659,280,398.3,,0.08749,,,1.67,4553,71.259,649,,,,,48.9,,,,0.835085893,0.90761828,74.79767634
CRZ,187392.7,14000,0.676,350,424.8,,0.059216554,,,1.46,7173.83348,74.289,704,,,,,62.5,91.6,11023.1,648.6,0.903800104,0.986403095,74.79925962
CRZ,160000,20000,0.651,300,400.1,,0.07368,,,2,5431,72.354,672,,,,,53.3,,,,0.862571577,0.935683317,74.79939799
CRZ,180000,18000,0.647,310,400.7,,0.0677,,,2.18,5919,72.903,683,,,,,56.3,,,,0.87631442,0.94968104,74.80945939
CRZ,170000,22000,0.591,260,359.9,,0.0769,,,3.59,4680,71.292,639,,,,,50.5,,,,0.848828735,0.908124685,74.81144752
CRZ,180000,21000,0.579,260,354.3,,0.07262,,,3.89,4879,71.49,644,,,,,51.6,,,,0.855700156,0.913073311,74.81565331
CRZ,110000,26000,0.662,270,397,,0.09541,,,1.51,4161,70.713,638,,,,,47.6,,,,0.82134305,0.893332783,74.81567984
CRZ,185000,16000,0.662,330,413.2,,0.06317,,,1.81,6540,73.625,695,,,,,59.6,,,,0.890057262,0.968069713,74.8293532
CRZ,175000,21000,0.6,270,367.4,,0.07464,,,3.35,4922,71.67,646,,,,,51.6,,,,0.855700156,0.917310567,74.83059633
CRZ,140000,19000,0.68,320,419.2,,0.07223,,,1.19,5803,72.932,677,,,,,55.3,,,,0.869442998,0.949849087,74.83259721
CRZ,125000,26000,0.639,260,383.2,,0.0942,,,2.2,4068,70.537,631,,,,,47.6,,,,0.82134305,0.888417374,74.83563763
CRZ,135000,18000,0.687,330,425.3,,0.06987,,,0.94,6087,73.287,681,,,,,57.1,,,,0.87631442,0.959033068,74.83592882
CRZ,110000,20000,0.692,320,425.4,,0.07599,,,0.65,5598,72.761,671,,,,,54,,,,0.862571577,0.945182472,74.84121502
CRZ,130000,17000,0.694,340,431.3,,0.06762,,,0.72,6378,73.644,685,,,,,58.7,,,,0.883185841,0.96826066,74.84128332
CRZ,123458.72,16000,0.7,350,437.1,,0.06551696,,,0.5,6671.18012,73.987,687,,,,,60.2,648.35,74957.08,4723.1,0.890057262,0.977282874,74.84198095
CRZ,140000,24000,0.637,270,384.8,,0.08627,,,2.33,4461,71.128,642,,,,,48.9,,,,0.835085893,0.902856286,74.85680453
CRZ,190000,20000,0.547,250,335.9,,0.06642,,,4.68,5058,71.579,650,,,,,52.7,,,,0.862571577,0.914189413,74.86305279
CRZ,155000,24000,0.592,250,357.7,,0.0837,,,3.54,4273,70.77,627,,,,,48.8,,,,0.835085893,0.893619401,74.86397814
CRZ,125000,23000,0.668,290,405.4,,0.08422,,,1.45,4814,71.695,656,,,,,50.2,,,,0.841957314,0.917097626,74.86538882
CRZ,160000,15000,0.688,350,430.9,,0.06217,,,1.05,6931,74.19,696,,,,,61.5,,,,0.896928683,0.981839845,74.87296725
CRZ,125000,16000,0.7,350,437.1,,0.06543,,,0.53,6681,74.025,687,,,,,60.4,,,,0.890057262,0.977282874,74.88042007
CRZ,189597.32,14000,0.676,350,424.8,,0.059066869,,,1.49,7191.47044,74.371,704,,,,,62.8,73.19,8818.48,518.2,0.903800104,0.986403095,74.88182285
CRZ,190000,14000,0.676,350,424.8,,0.05904,,,1.5,7195,74.386,704,,,,,62.8,,,,0.903800104,0.986403095,74.89692588
CRZ,125663.34,16000,0.7,350,437.1,,0.065385418,,,0.54,6684.40784,74.042,688,,,,,60.4,628.54,72752.46,4578.8,0.890057262,0.977282874,74.89761652
CRZ,145000,25000,0.604,250,363.4,,0.08834,,,3.21,4113,70.614,623,,,,,47.9,,,,0.828214472,0.88864365,74.90779139
CRZ,190000,20000,0.568,260,348.9,,0.06836,,,4.19,5103,71.781,651,,,,,52.8,,,,0.862571577,0.918228836,74.90900712
CRZ,135000,26000,0.616,250,369.2,,0.09284,,,2.86,3977,70.42,622,,,,,47.7,,,,0.82134305,0.88367576,74.91168221
CRZ,105000,19000,0.7,330,431.6,,0.07331,,,0.44,5887,73.199,675,,,,,55.9,,,,0.869442998,0.954648412,74.91752488
CRZ,165000,23000,0.58,250,352.1,,0.07883,,,3.86,4466,71.018,633,,,,,49.9,,,,0.841957314,0.898604202,74.9176619
CRZ,160000,21000,0.643,290,393.3,,0.07617,,,2.26,5163,72.116,663,,,,,52.3,,,,0.855700156,0.926457831,74.9236285
CRZ,100000,29000,0.655,250,387.4,,0.10802,,,1.71,3586,69.862,618,,,,,47.1,,,,0.800728787,0.869435321,74.9242449
CRZ,165000,17000,0.674,330,419.2,,0.06625,,,1.46,6328,73.545,689,,,,,58.6,,,,0.883185841,0.963427867,74.92789818
CRZ,160000,23000,0.602,260,365.5,,0.08099,,,3.29,4513,71.202,635,,,,,49.8,,,,0.841957314,0.902983054,74.92942378
CRZ,165000,22000,0.612,270,373.1,,0.07805,,,3.05,4780,71.574,645,,,,,50.9,,,,0.848828735,0.912413477,74.93064021
CRZ,185000,17000,0.655,320,407,,0.06517,,,2.03,6246,73.381,690,,,,,58.3,,,,0.883185841,0.958967602,74.93447317
CRZ,170000,21000,0.622,280,380.3,,0.07522,,,2.83,5057,71.953,655,,,,,52.1,,,,0.855700156,0.921911496,74.93837835
CRZ,165000,16000,0.681,340,425.1,,0.06407,,,1.28,6635,73.906,693,,,,,60.2,,,,0.890057262,0.972612031,74.9393426
CRZ,165000,18000,0.667,320,413,,0.06848,,,1.65,6032,73.21,684,,,,,57,,,,0.87631442,0.954286949,74.9429725
CRZ,127867.96,16000,0.7,350,437.1,,0.06524934,,,0.57,6697.63556,74.098,688,,,,,60.6,608.78,70547.84,4434.8,0.890057262,0.977282874,74.95426364
CRZ,110000,25000,0.672,280,404.5,,0.09156,,,1.3,4418,71.232,646,,,,,48.2,,,,0.828214472,0.903016152,74.95962047
CRZ,191801.94,14000,0.676,350,424.8,,0.058917183,,,1.52,7211.31202,74.454,704,,,,,63,54.82,6613.86,388.1,0.903800104,0.986403095,74.96539294
CRZ,125000,22000,0.677,300,412.3,,0.08103,,,1.25,5088,72.164,662,,,,,51.6,,,,0.848828735,0.9266373,74.96623653
CRZ,190000,15000,0.669,340,419.1,,0.06088,,,1.69,6884,74.109,700,,,,,61.5,,,,0.896928683,0.977214743,74.96800398
CRZ,105000,24000,0.681,290,411.7,,0.08827,,,1,4664,71.616,652,,,,,49.4,,,,0.835085893,0.912541947,74.96933218
CRZ,120000,21000,0.685,310,419,,0.07825,,,0.98,5354,72.532,668,,,,,52.9,,,,0.855700156,0.936003337,74.97059442
CRZ,145000,21000,0.664,300,406.2,,0.07709,,,1.68,5268,72.345,667,,,,,52.7,,,,0.855700156,0.931155111,74.97172529
CRZ,175000,20000,0.631,290,387.4,,0.07246,,,2.63,5346,72.35,665,,,,,53.4,,,,0.862571577,0.93126005,74.97268236
CRZ,150000,24000,0.614,260,371.3,,0.08492,,,2.97,4372,71.057,634,,,,,49.1,,,,0.835085893,0.898050701,74.98189977
CRZ,125000,27000,0.628,250,375.2,,0.09745,,,2.52,3850,70.288,621,,,,,47.7,,,,0.814471629,0.878714545,74.98204456
CRZ,135000,17000,0.694,340,431.3,,0.06728,,,0.8,6411,73.788,686,,,,,59.1,,,,0.883185841,0.96826066,74.98762444
CRZ,145000,20000,0.672,310,412.8,,0.0744,,,1.47,5548,72.722,673,,,,,54.1,,,,0.862571577,0.940476282,74.9880207
CRZ,145000,22000,0.655,290,399.3,,0.07988,,,1.91,4999,71.997,660,,,,,51.5,,,,0.848828735,0.921662485,74.99433273
CRZ,140000,18000,0.687,330,425.3,,0.0695,,,1.03,6120,73.446,682,,,,,57.5,,,,0.87631442,0.959033068,74.9982893
CRZ,165000,19000,0.659,310,406.7,,0.07078,,,1.87,5745,72.906,679,,,,,55.4,,,,0.869442998,0.944959513,74.99920683
CRZ,115000,20000,0.692,320,425.4,,0.07558,,,0.74,5629,72.917,672,,,,,54.4,,,,0.862571577,0.945182472,75.00167501
CRZ,100000,18000,0.707,340,437.6,,0.0708,,,0.25,6181,73.638,681,,,,,58,,,,0.87631442,0.963919397,75.00351637
CRZ,165000,15000,0.688,350,430.9,,0.06189,,,1.12,6963,74.324,697,,,,,61.9,,,,0.896928683,0.981839845,75.0082008
CRZ,130000,16000,0.7,350,437.1,,0.06512,,,0.6,6712,74.153,689,,,,,60.7,,,,0.890057262,0.977282874,75.00989921
CRZ,130072.58,16000,0.7,350,437.1,,0.065117798,,,0.6,6713.0679,74.155,689,,,,,60.7,589.05,68343.22,4291.1,0.890057262,0.977282874,75.01192233
CRZ,100000,23000,0.69,300,418.6,,0.08504,,,0.73,4923,72.041,658,,,,,50.7,,,,0.841957314,0.922128489,75.02120105
CRZ,180000,19000,0.639,300,394.2,,0.06979,,,2.44,5648,72.764,674,,,,,55.2,,,,0.869442998,0.940445365,75.03256272
CRZ,145000,19000,0.68,320,419.2,,0.07178,,,1.28,5839,73.129,678,,,,,55.9,,,,0.869442998,0.949849087,75.034731
CRZ,195000,19000,0.598,280,368.9,,0.068,,,3.51,5426,72.436,659,,,,,54.5,,,,0.869442998,0.931626257,75.0470456
CRZ,194006.56,14000,0.676,350,424.8,,0.058762961,,,1.56,7228.94898,74.541,705,,,,,63.3,36.5,4409.24,258.4,0.903800104,0.986403095,75.0529905
CRZ,110000,19000,0.7,330,431.6,,0.07294,,,0.52,5917,73.336,676,,,,,56.3,,,,0.869442998,0.954648412,75.05774129
CRZ,195000,18000,0.627,300,388.3,,0.06645,,,2.78,5844,72.977,676,,,,,56.5,,,,0.87631442,0.945215342,75.06208524
CRZ,190000,16000,0.662,330,413.2,,0.06278,,,1.89,6581,73.856,696,,,,,60.3,,,,0.890057262,0.968069713,75.06413188
CRZ,155000,23000,0.624,270,378.9,,0.08164,,,2.75,4641,71.512,644,,,,,50.3,,,,0.841957314,0.907524908,75.06710155
CRZ,132277.2,16000,0.7,350,437.1,,0.064977184,,,0.63,6726.29562,74.213,689,,,,,60.9,569.36,66138.6,4147.7,0.890057262,0.977282874,75.07059256
CRZ,140000,25000,0.627,260,377.2,,0.08901,,,2.65,4237,70.957,633,,,,,48.4,,,,0.828214472,0.893333497,75.07380642
CRZ,145000,23000,0.646,280,392.2,,0.0827,,,2.17,4742,71.705,652,,,,,50.5,,,,0.841957314,0.912229766,75.07534224
CRZ,100000,28000,0.665,260,395.5,,0.10345,,,1.46,3824,70.393,627,,,,,47.7,,,,0.807600208,0.879028409,75.08064914
CRZ,115000,27000,0.652,260,389.3,,0.09849,,,1.9,3952,70.585,629,,,,,48,,,,0.814471629,0.883718659,75.08538408
CRZ,185000,18000,0.647,310,400.7,,0.06725,,,2.27,5959,73.173,683,,,,,57,,,,0.87631442,0.94968104,75.08652006
CRZ,165000,20000,0.651,300,400.1,,0.07318,,,2.11,5468,72.635,672,,,,,54,,,,0.862571577,0.935683317,75.08989514
CRZ,175000,22000,0.569,250,346.6,,0.07393,,,4.19,4688,71.387,640,,,,,51.2,,,,0.848828735,0.903792263,75.09046985
CRZ,195000,14000,0.676,350,424.8,,0.05869,,,1.57,7238,74.581,705,,,,,63.4,,,,0.903800104,0.986403095,75.09326525
CRZ,190000,19000,0.619,290,381.6,,0.06876,,,3,5550,72.672,667,,,,,55,,,,0.869442998,0.936070328,75.11261345
CRZ,130000,24000,0.659,280,398.3,,0.08679,,,1.79,4589,71.562,649,,,,,49.6,,,,0.835085893,0.90761828,75.11572313
CRZ,115000,28000,0.641,250,381.2,,0.10222,,,2.19,3729,70.223,619,,,,,47.8,,,,0.807600208,0.873965724,75.11595251
CRZ,105000,18000,0.707,340,437.6,,0.07048,,,0.33,6209,73.76,682,,,,,58.3,,,,0.87631442,0.963919397,75.1277787
CRZ,134481.82,16000,0.7,350,437.1,,0.064841106,,,0.67,6741.72796,74.272,690,,,,,61.1,549.72,63933.98,4004.6,0.890057262,0.977282874,75.13027436
CRZ,130000,25000,0.649,270,390.9,,0.09012,,,2.05,4337,71.196,641,,,,,48.6,,,,0.828214472,0.897983424,75.13139182
CRZ,170000,16000,0.681,340,425.1,,0.06368,,,1.36,6676,74.097,694,,,,,60.8,,,,0.890057262,0.972612031,75.13301314
CRZ,140000,17000,0.694,340,431.3,,0.06693,,,0.88,6444,73.937,687,,,,,59.5,,,,0.883185841,0.96826066,75.13904684
CRZ,130000,23000,0.668,290,405.4,,0.08358,,,1.56,4851,71.959,657,,,,,50.8,,,,0.841957314,0.917097626,75.14106303
CRZ,196211.18,14000,0.676,350,424.8,,0.058604204,,,1.59,7248.79056,74.629,705,,,,,63.6,18.22,2204.62,129,0.903800104,0.986403095,75.14159494
CRZ,170000,17000,0.674,330,419.2,,0.06583,,,1.54,6368,73.755,690,,,,,59.2,,,,0.883185841,0.963427867,75.1418469
CRZ,135000,16000,0.7,350,437.1,,0.06481,,,0.67,6745,74.285,690,,,,,61.1,,,,0.890057262,0.977282874,75.14342458
CRZ,115000,26000,0.662,270,397,,0.09461,,,1.64,4197,71.023,638,,,,,48.4,,,,0.82134305,0.893332783,75.14366565
CRZ,170000,15000,0.688,350,430.9,,0.0616,,,1.19,6995,74.462,698,,,,,62.3,,,,0.896928683,0.981839845,75.14747118
CRZ,145000,18000,0.687,330,425.3,,0.06915,,,1.11,6151,73.597,683,,,,,58,,,,0.87631442,0.959033068,75.1524807
CRZ,125000,21000,0.685,310,419,,0.0778,,,1.07,5385,72.708,669,,,,,53.4,,,,0.855700156,0.936003337,75.15251171
CRZ,160000,22000,0.634,280,386.2,,0.07851,,,2.56,4919,71.974,654,,,,,51.6,,,,0.848828735,0.917067096,75.15797736
CRZ,120000,20000,0.692,320,425.4,,0.07515,,,0.83,5661,73.08,673,,,,,54.9,,,,0.862571577,0.945182472,75.16933513
CRZ,110000,24000,0.681,290,411.7,,0.08771,,,1.11,4694,71.811,653,,,,,49.9,,,,0.835085893,0.912541947,75.17346281
CRZ,195000,15000,0.669,340,419.1,,0.0605,,,1.76,6927,74.325,701,,,,,62.2,,,,0.896928683,0.977214743,75.18650766
CRZ,170000,18000,0.667,320,413,,0.06802,,,1.74,6073,73.449,685,,,,,57.7,,,,0.87631442,0.954286949,75.18762993
CRZ,190000,20000,0.589,270,361.8,,0.06966,,,3.76,5193,72.213,653,,,,,53.5,,,,0.862571577,0.922420416,75.18841576
CRZ,190000,17000,0.655,320,407,,0.06476,,,2.12,6285,73.63,690,,,,,59,,,,0.883185841,0.958967602,75.18874449
CRZ,136686.44,16000,0.7,350,437.1,,0.064700493,,,0.7,6754.95568,74.331,690,,,,,61.3,530.12,61729.36,3861.8,0.890057262,0.977282874,75.18995615
CRZ,185000,20000,0.61,280,374.6,,0.07109,,,3.23,5269,72.386,658,,,,,53.6,,,,0.862571577,0.926764154,75.19171054
CRZ,115000,19000,0.7,330,431.6,,0.07256,,,0.61,5948,73.479,677,,,,,56.7,,,,0.869442998,0.954648412,75.20409856
CRZ,105000,23000,0.69,300,418.6,,0.08451,,,0.83,4953,72.223,659,,,,,51.2,,,,0.841957314,0.922128489,75.21073005
CRZ,130000,22000,0.677,300,412.3,,0.08044,,,1.35,5126,72.401,664,,,,,52.2,,,,0.848828735,0.9266373,75.2124396
CRZ,198415.8,14000,0.676,350,424.8,,0.058445446,,,1.62,7268.63214,74.719,706,,,,,63.8,0,0,0,0.903800104,0.986403095,75.23221311
CRZ,150000,20000,0.672,310,412.8,,0.07388,,,1.56,5587,72.96,674,,,,,54.7,,,,0.862571577,0.940476282,75.23343679
CRZ,100000,17000,0.713,350,443.4,,0.06803,,,0.15,6517,74.215,688,,,,,60.2,,,,0.883185841,0.972982701,75.2383274
CRZ,130000,26000,0.639,260,383.2,,0.09326,,,2.34,4108,70.917,631,,,,,48.5,,,,0.82134305,0.888417374,75.23879543
CRZ,115000,25000,0.672,280,404.5,,0.09082,,,1.42,4454,71.503,647,,,,,48.9,,,,0.828214472,0.903016152,75.24480209
CRZ,145000,24000,0.637,270,384.8,,0.0854,,,2.46,4506,71.5,643,,,,,49.8,,,,0.835085893,0.902856286,75.24830621
CRZ,150000,21000,0.664,300,406.2,,0.07652,,,1.78,5308,72.615,668,,,,,53.4,,,,0.855700156,0.931155111,75.25152854
CRZ,138891.06,16000,0.7,350,437.1,,0.064555343,,,0.73,6770.38802,74.392,691,,,,,61.4,510.56,59524.74,3719.3,0.890057262,0.977282874,75.25166106
CRZ,150000,19000,0.68,320,419.2,,0.0713,,,1.37,5879,73.342,680,,,,,56.5,,,,0.869442998,0.949849087,75.25328175
CRZ,110000,18000,0.707,340,437.6,,0.07015,,,0.4,6238,73.887,683,,,,,58.7,,,,0.87631442,0.963919397,75.25713374
CRZ,100000,27000,0.676,270,403.3,,0.099,,,1.24,4074,70.956,636,,,,,48.4,,,,0.814471629,0.888910427,75.25929138
CRZ,165000,21000,0.643,290,393.3,,0.07554,,,2.38,5206,72.44,663,,,,,53.1,,,,0.855700156,0.926457831,75.2602425
CRZ,170000,19000,0.659,310,406.7,,0.07029,,,1.96,5785,73.17,679,,,,,56.1,,,,0.869442998,0.944959513,75.27078654
CRZ,140000,16000,0.7,350,437.1,,0.06448,,,0.75,6778,74.422,691,,,,,61.5,,,,0.890057262,0.977282874,75.28200773
CRZ,100000,22000,0.698,310,425.3,,0.0814,,,0.59,5225,72.66,664,,,,,52.6,,,,0.848828735,0.931539286,75.28263401
CRZ,145000,17000,0.694,340,431.3,,0.06658,,,0.96,6478,74.087,688,,,,,60,,,,0.883185841,0.96826066,75.29148549
CRZ,195000,16000,0.662,330,413.2,,0.06238,,,1.98,6624,74.094,696,,,,,61,,,,0.890057262,0.968069713,75.30602507
CRZ,150000,22000,0.655,290,399.3,,0.07928,,,2.02,5037,72.297,660,,,,,52.2,,,,0.848828735,0.921662485,75.30682214
CRZ,150000,18000,0.687,330,425.3,,0.06879,,,1.19,6183,73.751,685,,,,,58.4,,,,0.87631442,0.959033068,75.30973551
CRZ,141095.68,16000,0.7,350,437.1,,0.064414729,,,0.76,6785.82036,74.453,691,,,,,61.6,491.04,57320.12,3577.1,0.890057262,0.977282874,75.31336596
CRZ,180000,21000,0.6,270,367.4,,0.07339,,,3.48,5005,72.134,648,,,,,52.7,,,,0.855700156,0.917310567,75.3150584
CRZ,175000,15000,0.688,350,430.9,,0.06124,,,1.27,7036,74.637,699,,,,,62.9,,,,0.896928683,0.981839845,75.32408217
CRZ,105000,29000,0.655,250,387.4,,0.10702,,,1.86,3620,70.236,618,,,,,48.1,,,,0.800728787,0.869435321,75.32534517
CRZ,130000,21000,0.685,310,419,,0.07736,,,1.17,5416,72.879,670,,,,,53.8,,,,0.855700156,0.936003337,75.32926089
CRZ,175000,16000,0.681,340,425.1,,0.06329,,,1.44,6718,74.293,695,,,,,61.4,,,,0.890057262,0.972612031,75.33175358
CRZ,185000,21000,0.558,250,341.2,,0.06919,,,4.51,4932,71.827,647,,,,,52.8,,,,0.855700156,0.908987001,75.33709874
CRZ,180000,20000,0.631,290,387.4,,0.07173,,,2.74,5400,72.703,666,,,,,54.3,,,,0.862571577,0.93126005,75.33847858
CRZ,125000,20000,0.692,320,425.4,,0.07471,,,0.91,5694,73.247,675,,,,,55.3,,,,0.862571577,0.945182472,75.34110961
CRZ,105000,17000,0.713,350,443.4,,0.06776,,,0.22,6543,74.324,689,,,,,60.5,,,,0.883185841,0.972982701,75.34883036
CRZ,175000,21000,0.622,280,380.3,,0.0743,,,2.95,5119,72.349,657,,,,,53.1,,,,0.855700156,0.921911496,75.35080865
CRZ,185000,19000,0.639,300,394.2,,0.06921,,,2.55,5695,73.078,674,,,,,56,,,,0.869442998,0.940445365,75.35635229
CRZ,120000,19000,0.7,330,431.6,,0.07217,,,0.69,5980,73.628,679,,,,,57.1,,,,0.869442998,0.954648412,75.3565967
CRZ,175000,17000,0.674,330,419.2,,0.06538,,,1.62,6411,73.979,691,,,,,59.8,,,,0.883185841,0.963427867,75.37005887
CRZ,143300.3,16000,0.7,350,437.1,,0.064269579,,,0.79,6801.2527,74.515,692,,,,,61.8,471.57,55115.5,3435.3,0.890057262,0.977282874,75.37608242
CRZ,170000,20000,0.651,300,400.1,,0.07268,,,2.21,5505,72.916,672,,,,,54.8,,,,0.862571577,0.935683317,75.38039229
CRZ,115000,24000,0.681,290,411.7,,0.08716,,,1.21,4723,72.009,654,,,,,50.4,,,,0.835085893,0.912541947,75.38073392
CRZ,190000,18000,0.647,310,400.7,,0.06677,,,2.37,6001,73.463,683,,,,,57.8,,,,0.87631442,0.94968104,75.38410374
CRZ,115000,18000,0.707,340,437.6,,0.06982,,,0.48,6267,74.016,684,,,,,59.1,,,,0.87631442,0.963919397,75.38852587
CRZ,170000,22000,0.612,270,373.1,,0.07693,,,3.18,4849,72.012,647,,,,,52,,,,0.848828735,0.912413477,75.3891813
CRZ,175000,22000,0.591,260,359.9,,0.07535,,,3.74,4776,71.849,642,,,,,51.9,,,,0.848828735,0.908124685,75.39594475
CRZ,110000,23000,0.69,300,418.6,,0.08397,,,0.93,4985,72.41,660,,,,,51.6,,,,0.841957314,0.922128489,75.40546589
CRZ,150000,23000,0.646,280,392.2,,0.08204,,,2.29,4781,72.034,652,,,,,51.3,,,,0.841957314,0.912229766,75.41980619
CRZ,145000,16000,0.7,350,437.1,,0.06416,,,0.82,6813,74.563,693,,,,,62,,,,0.890057262,0.977282874,75.4246371
CRZ,105000,28000,0.665,260,395.5,,0.1025,,,1.6,3859,70.721,628,,,,,48.5,,,,0.807600208,0.879028409,75.4304915
CRZ,140000,26000,0.616,250,369.2,,0.09139,,,3.02,4040,70.908,624,,,,,48.9,,,,0.82134305,0.88367576,75.43080889
CRZ,135000,23000,0.668,290,405.4,,0.08291,,,1.67,4890,72.243,658,,,,,51.5,,,,0.841957314,0.917097626,75.43762165
CRZ,175000,18000,0.667,320,413,,0.06755,,,1.83,6115,73.694,686,,,,,58.4,,,,0.87631442,0.954286949,75.43842939
