PHASE,WEIGHT,ALT.,MACH,CAS,TAS,WIND,SR,RATE,GRDT,ALPH,WFE,N1,EGT,CL,CD,FN,DRAG,PCFN,TIME,FUEL,DIST,theta, theta2,CN1
CRZ,189597.32,26000,0.77,317.3,461.6,,0.074652321,,,1.86,6183.9591,81.02,715,,,,,76.3,84.94,8818.48,653.5,0.82134305,0.918737909,84.52718782
CRZ,171960.36,28000,0.77,304.2,457.7,,0.081156843,,,1.83,5639.41796,80.344,704,,,,,75.3,273.39,26455.44,2085.5,0.807600208,0.903365441,84.53211079
CRZ,185000,28000,0.737,290,437.9,,0.07953,,,2.55,5506,79.988,703,,,,,74.1,,,,0.807600208,0.895332888,84.53422378
CRZ,114640.24,34000,0.79,274.3,457.4,,0.107365442,,,1.23,4261.53046,78.487,664,,,,,69.4,918.16,73541.71396,6999.8,0.766371681,0.862030195,84.53498701
CRZ,127867.96,32000,0.79,286.9,461.5,,0.098239152,,,1.27,4698.04522,79.189,675,,,,,70.1,811.5,70547.84,6242,0.780114524,0.877488419,84.53648035
CRZ,174164.98,26000,0.79,326.3,473.6,,0.076035779,,,1.36,6228.0515,81.256,707,,,,,77.4,227.38,24250.82,1794.6,0.82134305,0.92386309,84.53793422
CRZ,176369.6,28000,0.76,300,451.7,,0.080186155,,,2.04,5632.8041,80.244,711,,,,,74.9,230.12,22046.2,1732.6,0.807600208,0.900894184,84.54261513
CRZ,103617.14,34000,0.8,278.2,463.2,,0.108077583,,,0.91,4285.78128,78.605,663,,,,,69.5,1025.24,83219.99576,7915.2,0.766371681,0.864467257,84.54265802
CRZ,132277.2,26000,0.81,335.3,485.6,,0.077047292,,,0.58,6300.80396,81.493,707,,,,,78.4,592.53,66138.6,4795,0.82134305,0.929119686,84.54432769
CRZ,180778.84,28000,0.75,295.7,445.8,,0.080045541,,,2.26,5568.87012,80.148,706,,,,,74.6,186.49,17636.96,1385.6,0.807600208,0.898455232,84.55600749
CRZ,155000,32000,0.722,260,421.7,,0.09384,,,2.81,4494,78.48,679,,,,,68.5,,,,0.780114524,0.861446768,84.55606648
CRZ,147709.54,24000,0.81,349.3,489.6,,0.070932859,,,0.62,6902.66522,82.184,717,,,,,81.5,422.57,50706.26,3448.1,0.835085893,0.944665864,84.55672701
CRZ,190000,28000,0.713,280,423.9,,0.07847,,,3.06,5402,79.758,699,,,,,73.3,,,,0.807600208,0.88971199,84.55699361
CRZ,190000,25000,0.783,330,471.5,,0.07253,,,1.56,6500,81.542,713,,,,,77.9,,,,0.828214472,0.929768308,84.56564971
CRZ,143300.3,24000,0.812,350,490.5,,0.070960075,,,0.55,6913.68832,82.219,718,,,,,81.6,457.22,55115.5,3738.1,0.835085893,0.945207667,84.56848926
CRZ,105821.76,30000,0.81,308.1,477.4,,0.091154031,,,0.5,5235.9725,80.143,686,,,,,73.8,953.05,92594.04,7582.3,0.793857366,0.89802733,84.57087394
CRZ,119049.48,28000,0.81,321.5,481.5,,0.083696964,,,0.55,5751.85358,80.834,697,,,,,77.2,762.69,79366.32,6120.2,0.807600208,0.913573508,84.57116661
CRZ,130072.58,30000,0.8,303.9,471.5,,0.090550753,,,1,5207.31244,80.03,685,,,,,73.4,724.55,68343.22,5693.2,0.793857366,0.895471109,84.57208306
CRZ,136686.44,34000,0.74,255.3,428.5,,0.103446399,,,2.39,4142.48098,77.986,671,,,,,68.3,667.83,51493.30934,4771,0.766371681,0.850304708,84.572536
CRZ,165000,27000,0.791,320,472.2,,0.07921,,,1.33,5962,80.964,702,,,,,76.8,,,,0.814471629,0.916391514,84.57683454
CRZ,101412.52,38000,0.75,236.2,430.2,,0.126434488,,,1.89,3401.72866,76.683,666,,,,,65.2,872.27,55272.02802,6257.4,0.738885997,0.822010672,84.57857567
CRZ,141095.68,32000,0.77,278.9,449.8,,0.096288703,,,1.78,4671.58978,79.011,682,,,,,69.9,674.1,57320.12,5053.8,0.780114524,0.872620504,84.58139658
CRZ,116844.86,32000,0.8,290.9,467.4,,0.098738105,,,0.97,4733.31914,79.346,675,,,,,70.4,922.41,81570.94,7184.9,0.780114524,0.879969183,84.58460127
CRZ,165000,31000,0.707,260,415,,0.08905,,,3.15,4660,78.699,681,,,,,68.6,,,,0.786985945,0.865660772,84.58538786
CRZ,140000,32000,0.773,280,451.4,,0.09654,,,1.72,4676,79.051,681,,,,,70,,,,0.780114524,0.873342734,84.58921847
CRZ,160937.26,26000,0.8,330.8,479.6,,0.076398654,,,1.08,6276.55314,81.423,707,,,,,78.1,345.29,37478.54,2759.8,0.82134305,0.926474961,84.59218766
CRZ,155000,25000,0.805,340,484.7,,0.07355,,,0.85,6589,81.825,712,,,,,79.2,,,,0.828214472,0.935555208,84.59628732
CRZ,156528.02,30000,0.77,291.4,453.8,,0.088228357,,,1.82,5143.37846,79.718,693,,,,,72.6,462.28,41887.78,3496.2,0.793857366,0.887992972,84.59635091
CRZ,167551.12,30000,0.74,279.1,436.1,,0.086677069,,,2.46,5030.94284,79.397,693,,,,,71.5,350.05,30864.68,2544.3,0.793857366,0.880800625,84.59901101
CRZ,120000,32000,0.798,290,466.1,,0.09849,,,1.04,4732,79.343,675,,,,,70.4,,,,0.780114524,0.879470534,84.60537813
CRZ,158732.64,28000,0.79,312.9,469.6,,0.082449583,,,1.35,5694.53346,80.638,697,,,,,76.4,398.62,39683.16,3119.7,0.807600208,0.908404866,84.60577768
CRZ,123458.72,36000,0.74,243.9,424.6,,0.113185039,,,2.37,3752.26324,77.316,660,,,,,67.4,690.09,48318.65654,4888.9,0.752628839,0.83505675,84.60799083
CRZ,145504.92,28000,0.8,317.2,475.5,,0.083016574,,,1.05,5727.60276,80.755,697,,,,,76.9,523.24,52910.88,4146.9,0.807600208,0.910973035,84.60901917
CRZ,167551.12,28000,0.78,308.5,463.6,,0.081846305,,,1.63,5665.8734,80.529,698,,,,,76,314.81,30864.68,2432.6,0.807600208,0.905869002,84.60959317
CRZ,145000,33000,0.737,260,428.6,,0.0987,,,2.49,4343,78.338,676,,,,,68.7,,,,0.773243103,0.857243439,84.60974666
CRZ,115000,27000,0.814,330,485.7,,0.0803,,,0.38,6049,81.262,703,,,,,78,,,,0.814471629,0.922404758,84.61098279
CRZ,178574.22,24000,0.8,344.6,483.6,,0.070311437,,,1.12,6878.4144,82.12,717,,,,,81.2,169.98,19841.58,1369.9,0.835085893,0.941976887,84.61138758
CRZ,103617.14,36000,0.79,262.1,453.3,,0.11717212,,,1.21,3869.1081,77.851,653,,,,,68.6,936.39,68160.23654,7074.5,0.752628839,0.846571971,84.61205691
CRZ,143300.3,30000,0.79,299.7,465.6,,0.089775109,,,1.32,5185.26624,79.956,686,,,,,73.3,592.81,55115.5,4599.9,0.793857366,0.892946642,84.61323604
CRZ,110231,36000,0.78,258.4,447.6,,0.116319366,,,1.49,3847.0619,77.745,654,,,,,68.5,856.93,61546.37654,6392.2,0.752628839,0.844208716,84.61503764
CRZ,114640.24,36000,0.77,254.7,441.8,,0.115071985,,,1.72,3840.44804,77.64,660,,,,,68.2,802.39,57137.13654,5908.7,0.752628839,0.841875567,84.61776964
CRZ,140000,34000,0.726,250,420.3,,0.10263,,,2.71,4095,77.884,668,,,,,68.1,,,,0.766371681,0.847158905,84.61859456
CRZ,185188.08,26000,0.78,321.8,467.6,,0.075237456,,,1.66,6214.82378,81.22,708,,,,,77.2,125.76,13227.72,980,0.82134305,0.921284073,84.61867167
CRZ,134481.82,34000,0.75,259.1,434.3,,0.103827417,,,2.19,4182.16414,78.137,673,,,,,68.8,693.25,53697.92934,5017.6,0.766371681,0.852588496,84.62272354
CRZ,136686.44,32000,0.78,282.9,455.7,,0.097191353,,,1.56,4689.22674,79.16,676,,,,,70.3,718.55,61729.36,5457,0.780114524,0.875038859,84.62372058
CRZ,160937.26,30000,0.76,287.3,447.9,,0.087225916,,,2.04,5134.55998,79.636,699,,,,,72.3,417.12,37478.54,3113.7,0.793857366,0.885563769,84.62516295
CRZ,140000,29000,0.799,310,472.8,,0.08648,,,1.07,5467,80.417,691,,,,,76.4,,,,0.800728787,0.902965999,84.6276281
CRZ,194006.56,24000,0.79,339.9,477.5,,0.069771661,,,1.42,6843.14048,82.02,718,,,,,80.7,38.47,4409.24,306.2,0.835085893,0.939321314,84.62772702
CRZ,145504.92,32000,0.76,275,444,,0.095145649,,,2.01,4667.18054,78.947,688,,,,,69.7,626,52910.88,4632.3,0.780114524,0.870233353,84.62871939
CRZ,95116.12528,32000,0.81,294.9,473.2,,0.099223449,,,0.47,4768.59306,79.502,676,,,,,71,1046.21,93813.19486,8251,0.780114524,0.882481151,84.63019373
CRZ,130000,35000,0.741,250,427.2,,0.10815,,,2.37,3950,77.699,666,,,,,68.2,,,,0.75950026,0.842905693,84.63031082
CRZ,145000,24000,0.812,350,490.5,,0.07078,,,0.58,6930,82.28,718,,,,,81.8,,,,0.835085893,0.945207667,84.63123239
CRZ,134481.82,26000,0.81,335.3,485.6,,0.076784208,,,0.61,6322.85016,81.579,708,,,,,78.7,571.57,63933.98,4625.5,0.82134305,0.929119686,84.63354777
CRZ,185188.08,28000,0.74,291.4,439.9,,0.079496693,,,2.5,5533.5962,80.114,704,,,,,74.5,141.06,13227.72,1034.1,0.807600208,0.896048583,84.63356548
CRZ,100000,25000,0.82,346.8,493.6,,0.07415,,,0,6657,82.038,714,,,,,80,,,,0.828214472,0.939592754,84.63407165
CRZ,105000,35000,0.795,270,458.2,,0.11224,,,1.09,4082,78.282,659,,,,,69.4,,,,0.75950026,0.855504891,84.63512977
CRZ,127867.96,34000,0.77,266.7,445.8,,0.105056654,,,1.77,4243.8935,78.366,671,,,,,69.3,768.1,60311.78934,5707.6,0.766371681,0.857248035,84.63976143
CRZ,149914.16,24000,0.81,349.3,489.6,,0.070701527,,,0.65,6924.71142,82.265,718,,,,,81.8,403.44,48501.64,3292,0.835085893,0.944665864,84.64006555
CRZ,121254.1,36000,0.75,247.5,430.4,,0.11362956,,,2.16,3787.53716,77.451,662,,,,,67.8,718.53,50523.27654,5154,0.752628839,0.837299584,84.64213158
CRZ,165000,28000,0.783,310,465.6,,0.08195,,,1.54,5682,80.594,698,,,,,76.2,,,,0.807600208,0.906626369,84.64251085
CRZ,110000,31000,0.806,300,473.2,,0.09471,,,0.69,4996,79.823,681,,,,,71.3,,,,0.786985945,0.889236825,84.64851161
CRZ,152118.78,32000,0.74,267.1,432.3,,0.094483403,,,2.44,4574.5865,78.753,682,,,,,69.3,554.69,46297.02,3996.6,0.780114524,0.865552666,84.6487126
CRZ,150000,32000,0.747,270,436.6,,0.09485,,,2.28,4604,78.827,684,,,,,69.4,,,,0.780114524,0.867176709,84.64887607
CRZ,145504.92,24000,0.812,350,490.5,,0.070733278,,,0.58,6935.73452,82.299,718,,,,,81.9,438.12,52910.88,3581.9,0.835085893,0.945207667,84.65077534
CRZ,130000,28000,0.806,320,479.4,,0.08325,,,0.75,5758,80.866,697,,,,,77.3,,,,0.807600208,0.912529442,84.65303219
CRZ,191801.94,26000,0.77,317.3,461.6,,0.074384701,,,1.89,6206.0053,81.141,715,,,,,76.8,63.59,6613.86,489.2,0.82134305,0.918737909,84.65342566
CRZ,176369.6,26000,0.79,326.3,473.6,,0.075672905,,,1.4,6258.91618,81.368,708,,,,,77.8,206.19,22046.2,1627.4,0.82134305,0.92386309,84.6544579
CRZ,152118.78,30000,0.78,295.6,459.7,,0.088963177,,,1.61,5167.62928,79.885,687,,,,,73.1,504.86,46297.02,3867.8,0.793857366,0.89045393,84.65634459
CRZ,196211.18,26000,0.76,312.9,455.6,,0.073627201,,,2.1,6188.36834,81.034,721,,,,,76.3,21.36,2204.62,162.2,0.82134305,0.9162246,84.65766839
CRZ,123458.72,34000,0.78,270.5,451.6,,0.106054558,,,1.54,4259.32584,78.494,665,,,,,69.7,816.66,64721.02934,6147.3,0.766371681,0.859623788,84.66077672
CRZ,108026.38,30000,0.81,308.1,477.4,,0.090836516,,,0.54,5255.81408,80.23,687,,,,,74.1,927.83,90389.42,7381.7,0.793857366,0.89802733,84.66268066
CRZ,121254.1,28000,0.81,321.5,481.5,,0.08338852,,,0.58,5773.89978,80.925,698,,,,,77.5,739.73,77161.7,5936,0.807600208,0.913573508,84.66637378
CRZ,174164.98,28000,0.77,304.2,457.7,,0.080843864,,,1.87,5661.46416,80.474,704,,,,,75.7,249.98,24250.82,1906.9,0.807600208,0.903365441,84.66888733
CRZ,165000,26000,0.798,330,478.5,,0.07608,,,1.15,6290,81.474,708,,,,,78.3,,,,0.82134305,0.925949958,84.6691657
CRZ,105821.76,34000,0.8,278.2,463.2,,0.107528735,,,0.95,4307.82748,78.727,664,,,,,69.9,994.46,81015.37576,7677.5,0.766371681,0.864467257,84.67387365
CRZ,165346.5,30000,0.75,283.2,442,,0.08699912,,,2.27,5079.44448,79.575,695,,,,,72.1,371.77,33069.3,2738.7,0.793857366,0.88316632,84.67503758
CRZ,95116.12528,26000,0.82,339.8,491.5,,0.077142546,,,-0.01,6371.3518,81.744,709,,,,,79.3,905.9,103299.6747,7421.5,0.82134305,0.931797264,84.68279231
CRZ,195000,23000,0.797,350,483.5,,0.06714,,,1.26,7200,82.492,723,,,,,83.4,,,,0.841957314,0.948921087,84.68310711
CRZ,130072.58,32000,0.79,286.9,461.5,,0.097663089,,,1.31,4724.50066,79.327,676,,,,,70.6,783.43,68343.22,6026,0.780114524,0.877488419,84.68379922
CRZ,116844.86,34000,0.79,274.3,457.4,,0.106725876,,,1.28,4285.78128,78.626,665,,,,,69.9,887.2,71337.09396,6763.8,0.766371681,0.862030195,84.68469796
CRZ,195000,24000,0.79,340,477.6,,0.06961,,,1.43,6861,82.078,719,,,,,80.9,,,,0.835085893,0.939321314,84.68757106
CRZ,175000,30000,0.693,260,408.4,,0.08413,,,3.47,4854,78.997,687,,,,,70.4,,,,0.793857366,0.870107207,84.68845614
CRZ,178574.22,28000,0.76,300,451.7,,0.080018325,,,2.08,5646.03182,80.383,710,,,,,75.4,206.66,19841.58,1556,0.807600208,0.900894184,84.68906126
CRZ,132277.2,30000,0.8,303.9,471.5,,0.090124375,,,1.04,5231.56326,80.143,687,,,,,73.8,699.2,66138.6,5494.1,0.793857366,0.895471109,84.69149635
CRZ,180000,29000,0.727,280,430.5,,0.08226,,,2.77,5234,79.69,697,,,,,73.8,,,,0.800728787,0.885370464,84.69178998
CRZ,95116.12528,38000,0.77,243.2,441.6,,0.128162677,,,1.47,3445.82106,76.996,664,,,,,66,958.03,61568.42274,7051.9,0.738885997,0.826503098,84.69268878
CRZ,163141.88,26000,0.8,330.8,479.6,,0.076085675,,,1.11,6303.00858,81.522,708,,,,,78.5,324.26,35273.92,2591.7,0.82134305,0.926474961,84.69504099
CRZ,155000,31000,0.757,280,444.3,,0.09095,,,2.1,4885,79.325,692,,,,,70.2,,,,0.786985945,0.877182247,84.69644153
CRZ,149914.16,32000,0.75,271,438.1,,0.094859885,,,2.25,4618.6789,78.914,684,,,,,69.7,577.65,48501.64,4218.3,0.780114524,0.867877408,84.70808544
CRZ,150000,33000,0.711,250,413.4,,0.0971,,,3.07,4258,78.163,672,,,,,68.3,,,,0.773243103,0.851421228,84.70888843
CRZ,180778.84,24000,0.8,344.6,483.6,,0.070034745,,,1.15,6904.86984,82.215,718,,,,,81.6,150.78,17636.96,1215.2,0.835085893,0.941976887,84.70926973
CRZ,132277.2,34000,0.76,262.9,440.1,,0.103854633,,,2,4237.27964,78.324,677,,,,,69.3,715.21,55902.54934,5245.6,0.766371681,0.854902938,84.71034567
CRZ,119049.48,32000,0.8,290.9,467.4,,0.098248224,,,1.01,4757.56996,79.465,676,,,,,70.8,894.53,79366.32,6967.7,0.780114524,0.879969183,84.71145792
CRZ,119049.48,36000,0.76,251.1,436.1,,0.113683991,,,1.97,3836.0388,77.621,665,,,,,68.3,743.38,52727.89654,5403,0.752628839,0.839572523,84.71301233
CRZ,97003.28,32000,0.81,294.9,473.2,,0.09891047,,,0.51,4784.0254,79.581,676,,,,,71.2,1022.5,91926.04014,8064.1,0.780114524,0.882481151,84.71428954
CRZ,120000,36000,0.757,250,434.3,,0.11362,,,2.04,3823,77.591,664,,,,,68.2,,,,0.752628839,0.83888748,84.71483958
CRZ,182983.46,28000,0.75,295.7,445.8,,0.079805136,,,2.31,5586.50708,80.303,705,,,,,75.1,162.77,15432.34,1209.4,0.807600208,0.898455232,84.71953224
CRZ,147709.54,28000,0.8,317.2,475.5,,0.0826537,,,1.08,5754.0582,80.861,698,,,,,77.2,500.2,50706.26,3964.3,0.807600208,0.910973035,84.720078
CRZ,97003.28,26000,0.82,339.8,491.5,,0.077024612,,,0.01,6382.3749,81.782,709,,,,,79.4,888.15,101412.52,7276.1,0.82134305,0.931797264,84.72215845
CRZ,125000,33000,0.789,280,458.6,,0.10178,,,1.35,4506,79.002,671,,,,,70.3,,,,0.773243103,0.869515116,84.72264732
CRZ,136686.44,26000,0.81,335.3,485.6,,0.076516588,,,0.64,6344.89636,81.666,709,,,,,79,550.69,61729.36,4456.5,0.82134305,0.929119686,84.7238053
CRZ,125000,34000,0.779,270,450.9,,0.10564,,,1.59,4268,78.542,666,,,,,69.9,,,,0.766371681,0.859384833,84.72432425
CRZ,152118.78,24000,0.81,349.3,489.6,,0.070470194,,,0.68,6946.75762,82.347,719,,,,,82.1,384.36,46297.02,3136.4,0.835085893,0.944665864,84.72443297
CRZ,95116.12528,36000,0.8,265.8,459,,0.117489635,,,0.93,3906.58664,78.065,654,,,,,69.1,1027.99,76178.43948,7864.8,0.752628839,0.848965331,84.72496273
CRZ,175000,30000,0.668,250,393.7,,0.08277,,,3.94,4757,78.787,683,,,,,70,,,,0.793857366,0.864705008,84.72675569
CRZ,99207.9,38000,0.76,239.7,435.9,,0.12566338,,,1.71,3467.86726,76.925,674,,,,,65.8,898.07,57476.64802,6524.8,0.738885997,0.824242107,84.73056578
CRZ,160937.26,28000,0.79,312.9,469.6,,0.082023206,,,1.39,5725.39814,80.758,698,,,,,76.8,375.45,37478.54,2938.4,0.807600208,0.908404866,84.73168226
CRZ,147709.54,24000,0.812,350,490.5,,0.070501946,,,0.61,6957.78072,82.38,719,,,,,82.2,419.07,50706.26,3426.2,0.835085893,0.945207667,84.73408999
CRZ,160000,30000,0.766,290,451.7,,0.08762,,,1.93,5155,79.806,695,,,,,72.9,,,,0.793857366,0.88701748,84.73629178
CRZ,135000,34000,0.752,260,435.6,,0.10367,,,2.17,4202,78.267,674,,,,,69.2,,,,0.766371681,0.853048932,84.74063534
CRZ,196211.18,24000,0.79,339.9,477.5,,0.069445074,,,1.45,6876.20978,82.131,719,,,,,81.1,19.19,2204.62,152.7,0.835085893,0.939321314,84.74225613
CRZ,187392.7,26000,0.78,321.8,467.6,,0.07484283,,,1.69,6247.89308,81.339,709,,,,,77.6,104.53,11023.1,814.6,0.82134305,0.921284073,84.74265126
CRZ,169755.74,28000,0.78,308.5,463.6,,0.08138364,,,1.66,5696.73808,80.656,699,,,,,76.4,291.52,28660.06,2252.7,0.807600208,0.905869002,84.74302856
CRZ,143300.3,32000,0.77,278.9,449.8,,0.095862325,,,1.83,4691.43136,79.162,682,,,,,70.4,645.85,55115.5,4842,0.780114524,0.872620504,84.74304231
CRZ,105000,25000,0.82,346.8,493.6,,0.07385,,,0.06,6684,82.144,714,,,,,80.4,,,,0.828214472,0.939592754,84.74342599
CRZ,158732.64,30000,0.77,291.4,453.8,,0.087865482,,,1.86,5165.42466,79.858,693,,,,,73.1,436.62,39683.16,3302.1,0.793857366,0.887992972,84.74491822
CRZ,105821.76,38000,0.74,232.8,424.4,,0.125527302,,,2.17,3381.88708,76.732,663,,,,,65.5,803.1,50862.78802,5693.4,0.738885997,0.819808791,84.74619978
CRZ,190000,26000,0.776,320,465.2,,0.07457,,,1.78,6238,81.298,711,,,,,77.4,,,,0.82134305,0.920261665,84.74697322
CRZ,185000,27000,0.768,310,458.6,,0.07723,,,1.94,5938,80.869,710,,,,,76.4,,,,0.814471629,0.910550612,84.74811114
CRZ,145504.92,30000,0.79,299.7,465.6,,0.089280692,,,1.36,5213.9263,80.085,688,,,,,73.7,567.38,52910.88,4402.5,0.793857366,0.892946642,84.74974997
CRZ,145000,30000,0.791,300,465.9,,0.08927,,,1.35,5219,80.105,688,,,,,73.8,,,,0.793857366,0.89319766,84.75900239
CRZ,110231,30000,0.81,308.1,477.4,,0.090491785,,,0.57,5275.65566,80.325,688,,,,,74.4,902.71,88184.8,7181.8,0.793857366,0.89802733,84.76292938
CRZ,123458.72,28000,0.81,321.5,481.5,,0.083080077,,,0.62,5795.94598,81.018,699,,,,,77.8,716.87,74957.08,5752.5,0.807600208,0.913573508,84.76367341
CRZ,105821.76,36000,0.79,262.1,453.3,,0.116428228,,,1.27,3893.35892,78.001,655,,,,,69.1,902.31,65955.61654,6817,0.752628839,0.846571971,84.77508382
CRZ,99207.9,26000,0.82,339.8,491.5,,0.076874926,,,0.04,6393.398,81.834,710,,,,,79.6,867.44,99207.9,7106.4,0.82134305,0.931797264,84.77602791
CRZ,178574.22,26000,0.79,326.3,473.6,,0.075287351,,,1.43,6289.78086,81.487,709,,,,,78.3,185.11,19841.58,1461,0.82134305,0.92386309,84.77826432
CRZ,120000,27000,0.814,330,485.7,,0.07978,,,0.45,6088,81.427,704,,,,,78.5,,,,0.814471629,0.922404758,84.7827828
CRZ,138891.06,32000,0.78,282.9,455.7,,0.096556323,,,1.61,4720.09142,79.309,677,,,,,70.8,690.43,59524.74,5243.5,0.780114524,0.875038859,84.78300475
CRZ,105000,37000,0.773,250,443.4,,0.12147,,,1.57,3650,77.468,659,,,,,67.1,,,,0.745757418,0.834879755,84.78331219
CRZ,194006.56,26000,0.77,317.3,461.6,,0.07410801,,,1.93,6228.0515,81.266,715,,,,,77.2,42.31,4409.24,325.5,0.82134305,0.918737909,84.78383665
CRZ,163141.88,30000,0.76,287.3,447.9,,0.087030872,,,2.08,5145.58308,79.787,698,,,,,72.8,391.39,35273.92,2921.6,0.793857366,0.885563769,84.78562304
CRZ,180000,28000,0.76,300,451.8,,0.07991,,,2.11,5654,80.478,709,,,,,75.8,,,,0.807600208,0.900894184,84.78915034
CRZ,190000,28000,0.641,250,381.2,,0.0743,,,4.48,5131,79.27,691,,,,,71.9,,,,0.807600208,0.873965724,84.7933235
CRZ,100000,26000,0.82,339.8,491.5,,0.07682,,,0.06,6398,81.851,710,,,,,79.6,,,,0.82134305,0.931797264,84.79363908
CRZ,198415.8,26000,0.76,312.9,455.6,,0.073477515,,,2.14,6199.39144,81.167,720,,,,,76.8,0,0,0,0.82134305,0.9162246,84.79661586
CRZ,169755.74,30000,0.74,279.1,436.1,,0.086296051,,,2.51,5052.98904,79.583,693,,,,,72.2,323.82,28660.06,2353.6,0.793857366,0.880800625,84.79719754
CRZ,165000,29000,0.775,300,458.8,,0.08441,,,1.77,5435,80.308,696,,,,,76,,,,0.800728787,0.896916333,84.79746007
CRZ,145000,31000,0.782,290,458.8,,0.09249,,,1.58,4961,79.695,683,,,,,71.2,,,,0.786985945,0.883238103,84.79928232
CRZ,165346.5,26000,0.8,330.8,479.6,,0.075759088,,,1.14,6329.46402,81.625,709,,,,,78.8,303.32,33069.3,2424.3,0.82134305,0.926474961,84.80205001
CRZ,147709.54,32000,0.76,275,444,,0.094918852,,,2.06,4678.20364,79.109,687,,,,,70.3,597.69,50706.26,4422.8,0.780114524,0.870233353,84.80237833
CRZ,154323.4,30000,0.78,295.6,459.7,,0.088427938,,,1.65,5198.49396,80.023,688,,,,,73.6,479.34,44092.4,3672.3,0.793857366,0.89045393,84.80258701
CRZ,112435.62,36000,0.78,258.4,447.6,,0.11543486,,,1.55,3877.92658,77.918,655,,,,,69.1,822.68,59341.75654,6136.7,0.752628839,0.844208716,84.80332501
CRZ,138891.06,34000,0.74,255.3,428.5,,0.102933839,,,2.45,4162.32256,78.2,671,,,,,69,635.97,49288.68934,4543.5,0.766371681,0.850304708,84.80460999
CRZ,176369.6,28000,0.77,304.2,457.7,,0.080535421,,,1.91,5683.51036,80.605,704,,,,,76.2,226.66,22046.2,1729,0.807600208,0.903365441,84.806716
CRZ,182983.46,24000,0.8,344.6,483.6,,0.069753518,,,1.17,6931.32528,82.312,720,,,,,82,131.66,15432.34,1061.1,0.835085893,0.941976887,84.80921255
CRZ,116844.86,36000,0.77,254.7,441.8,,0.114482314,,,1.78,3860.28962,77.817,660,,,,,68.8,768.03,54932.51654,5655.6,0.752628839,0.841875567,84.81067722
CRZ,108026.38,34000,0.8,278.2,463.2,,0.106961744,,,1,4329.87368,78.855,666,,,,,70.3,963.83,78810.75576,7441.1,0.766371681,0.864467257,84.8115425
CRZ,134481.82,30000,0.8,303.9,471.5,,0.089697998,,,1.08,5255.81408,80.258,688,,,,,74.2,673.98,63933.98,5295.9,0.793857366,0.895471109,84.81302315
CRZ,160000,25000,0.805,340,484.7,,0.07293,,,0.92,6646,82.035,715,,,,,80,,,,0.828214472,0.935555208,84.8133997
CRZ,99207.9,32000,0.81,294.9,473.2,,0.098538524,,,0.55,4801.66236,79.675,677,,,,,71.5,994.9,89721.42014,7846.4,0.780114524,0.882481151,84.81435292
CRZ,154323.4,24000,0.81,349.3,489.6,,0.070225254,,,0.71,6971.00844,82.435,720,,,,,82.4,365.36,44092.4,2981.3,0.835085893,0.944665864,84.81497361
CRZ,138891.06,26000,0.81,335.3,485.6,,0.076248968,,,0.67,6366.94256,81.754,710,,,,,79.3,529.88,59524.74,4288.1,0.82134305,0.929119686,84.81510027
CRZ,130072.58,34000,0.77,266.7,445.8,,0.104553166,,,1.82,4263.73508,78.53,671,,,,,69.9,737.01,58107.16934,5476.6,0.766371681,0.857248035,84.81689081
CRZ,187392.7,28000,0.74,291.4,439.9,,0.079170106,,,2.54,5555.6424,80.288,704,,,,,75.1,117.21,11023.1,859.2,0.807600208,0.896048583,84.81738155
CRZ,175000,29000,0.751,290,444.7,,0.08316,,,2.29,5348,80.064,700,,,,,75.1,,,,0.800728787,0.891051154,84.81759718
CRZ,195000,27000,0.745,300,444.9,,0.07615,,,2.44,5842,80.686,710,,,,,75.7,,,,0.814471629,0.904882053,84.82076765
CRZ,149914.16,24000,0.812,350,490.5,,0.070257006,,,0.64,6982.03154,82.468,720,,,,,82.5,400.1,48501.64,3271.1,0.835085893,0.945207667,84.82460468
CRZ,101412.52,26000,0.82,339.8,491.5,,0.076734312,,,0.07,6406.62572,81.881,710,,,,,79.7,846.77,97003.28,6937.1,0.82134305,0.931797264,84.82471762
CRZ,150000,24000,0.812,350,490.5,,0.07025,,,0.64,6983,82.471,720,,,,,82.5,,,,0.835085893,0.945207667,84.82769041
CRZ,110000,36000,0.784,260,450.1,,0.11571,,,1.43,3890,77.985,655,,,,,69.2,,,,0.752628839,0.845150405,84.82894668
CRZ,136686.44,34000,0.75,259.1,434.3,,0.103450935,,,2.25,4197.59648,78.331,672,,,,,69.4,661.69,51493.30934,4789.1,0.766371681,0.852588496,84.83282641
CRZ,132277.2,32000,0.79,286.9,461.5,,0.09708249,,,1.35,4753.16072,79.467,677,,,,,71,755.52,66138.6,5811.4,0.780114524,0.877488419,84.83325315
CRZ,103617.14,38000,0.75,236.2,430.2,,0.125513694,,,1.96,3428.1841,76.914,667,,,,,65.9,833.53,53067.40802,5979.6,0.738885997,0.822010672,84.83336031
CRZ,195000,25000,0.783,330,471.5,,0.07172,,,1.64,6574,81.801,715,,,,,78.9,,,,0.828214472,0.929768308,84.83425366
CRZ,149914.16,28000,0.8,317.2,475.5,,0.082281754,,,1.12,5778.30902,80.97,699,,,,,77.6,477.26,48501.64,3782.4,0.807600208,0.910973035,84.83428001
